"0,-3.0,0"
"118.748,95.920,9.900"
"115.920,95.920,9.900"
"134.080,114.080,9.900"
"131.252,114.080,9.900"
"115.920,98.748,9.900"
"115.920,101.577,9.900"
"128.423,114.080,9.900"
"125.595,114.080,9.900"
"115.920,104.405,9.900"
"115.920,107.234,9.900"
"122.766,114.080,9.900"
"119.938,114.080,9.900"
"115.920,110.062,9.900"
"115.920,112.891,9.900"
"116.968,113.939,9.900"
"117.109,114.080,9.900"
"115.600,114.400,10.100"
"115.600,95.600,10.100"
"134.400,95.600,10.100"
"134.400,114.400,10.100"
"115.800,114.400,10.100"
"115.600,114.400,10.100"
"115.200,114.800,10.100"
"115.200,95.200,10.100"
"134.800,95.200,10.100"
"134.800,114.800,10.100"
"115.400,114.800,10.100"
"115.200,114.800,10.100"
"115.200,112.800,10.100"
"115.920,97.109,10.100"
"117.109,95.920,10.100"
"119.938,95.920,10.100"
"115.920,99.938,10.100"
"115.920,102.766,10.100"
"122.766,95.920,10.100"
"125.595,95.920,10.100"
"115.920,105.595,10.100"
"115.920,108.423,10.100"
"128.423,95.920,10.100"
"131.252,95.920,10.100"
"115.920,111.252,10.100"
"115.920,114.080,10.100"
"134.080,95.920,10.100"
"134.080,98.748,10.100"
"118.748,114.080,10.100"
"121.577,114.080,10.100"
"134.080,101.577,10.100"
"134.080,104.405,10.100"
"124.405,114.080,10.100"
"127.234,114.080,10.100"
"134.080,107.234,10.100"
"134.080,110.062,10.100"
"130.062,114.080,10.100"
"132.891,114.080,10.100"
"133.939,113.032,10.100"
"134.080,112.891,10.100"
"134.400,114.400,10.300"
"115.600,114.400,10.300"
"115.600,95.600,10.300"
"134.400,95.600,10.300"
"134.400,114.200,10.300"
"134.400,114.400,10.300"
"134.800,114.800,10.300"
"115.200,114.800,10.300"
"115.200,95.200,10.300"
"134.800,95.200,10.300"
"134.800,114.600,10.300"
"134.800,114.800,10.300"
"132.800,114.800,10.300"
"117.109,114.080,10.300"
"115.920,112.891,10.300"
"115.920,110.062,10.300"
"119.938,114.080,10.300"
"122.766,114.080,10.300"
"115.920,107.234,10.300"
"115.920,104.405,10.300"
"125.595,114.080,10.300"
"128.423,114.080,10.300"
"115.920,101.577,10.300"
"115.920,98.748,10.300"
"131.252,114.080,10.300"
"134.080,114.080,10.300"
"115.920,95.920,10.300"
"118.748,95.920,10.300"
"134.080,111.252,10.300"
"134.080,108.423,10.300"
"121.577,95.920,10.300"
"124.405,95.920,10.300"
"134.080,105.595,10.300"
"134.080,102.766,10.300"
"127.234,95.920,10.300"
"130.062,95.920,10.300"
"134.080,99.938,10.300"
"134.080,97.109,10.300"
"133.032,96.061,10.300"
"132.891,95.920,10.300"
"134.400,95.600,10.500"
"134.400,114.400,10.500"
"115.600,114.400,10.500"
"115.600,95.600,10.500"
"134.200,95.600,10.500"
"134.400,95.600,10.500"
"134.800,95.200,10.500"
"134.800,114.800,10.500"
"115.200,114.800,10.500"
"115.200,95.200,10.500"
"134.600,95.200,10.500"
"134.800,95.200,10.500"
"134.800,97.200,10.500"
"134.080,112.891,10.500"
"132.891,114.080,10.500"
"130.062,114.080,10.500"
"134.080,110.062,10.500"
"134.080,107.234,10.500"
"127.234,114.080,10.500"
"124.405,114.080,10.500"
"134.080,104.405,10.500"
"134.080,101.577,10.500"
"121.577,114.080,10.500"
"118.748,114.080,10.500"
"134.080,98.748,10.500"
"134.080,95.920,10.500"
"115.920,114.080,10.500"
"115.920,111.252,10.500"
"131.252,95.920,10.500"
"128.423,95.920,10.500"
"115.920,108.423,10.500"
"115.920,105.595,10.500"
"125.595,95.920,10.500"
"122.766,95.920,10.500"
"115.920,102.766,10.500"
"115.920,99.938,10.500"
"119.938,95.920,10.500"
"117.109,95.920,10.500"
"116.061,96.968,10.500"
"115.920,97.109,10.500"
"115.600,95.600,10.700"
"134.400,95.600,10.700"
"134.400,114.400,10.700"
"115.600,114.400,10.700"
"115.600,95.800,10.700"
"115.600,95.600,10.700"
"115.200,95.200,10.700"
"134.800,95.200,10.700"
"134.800,114.800,10.700"
"115.200,114.800,10.700"
"115.200,95.400,10.700"
"115.200,95.200,10.700"
"117.200,95.200,10.700"
"132.891,95.920,10.700"
"134.080,97.109,10.700"
"134.080,99.938,10.700"
"130.062,95.920,10.700"
"127.234,95.920,10.700"
"134.080,102.766,10.700"
"134.080,105.595,10.700"
"124.405,95.920,10.700"
"121.577,95.920,10.700"
"134.080,108.423,10.700"
"134.080,111.252,10.700"
"118.748,95.920,10.700"
"115.920,95.920,10.700"
"134.080,114.080,10.700"
"131.252,114.080,10.700"
"115.920,98.748,10.700"
"115.920,101.577,10.700"
"128.423,114.080,10.700"
"125.595,114.080,10.700"
"115.920,104.405,10.700"
"115.920,107.234,10.700"
"122.766,114.080,10.700"
"119.938,114.080,10.700"
"115.920,110.062,10.700"
"115.920,112.891,10.700"
"116.968,113.939,10.700"
"117.109,114.080,10.700"
"115.600,114.400,10.900"
"115.600,95.600,10.900"
"134.400,95.600,10.900"
"134.400,114.400,10.900"
"115.800,114.400,10.900"
"115.600,114.400,10.900"
"115.200,114.800,10.900"
"115.200,95.200,10.900"
"134.800,95.200,10.900"
"134.800,114.800,10.900"
"115.400,114.800,10.900"
"115.200,114.800,10.900"
"115.200,112.800,10.900"
"115.920,97.109,10.900"
"117.109,95.920,10.900"
"119.938,95.920,10.900"
"115.920,99.938,10.900"
"115.920,102.766,10.900"
"122.766,95.920,10.900"
"125.595,95.920,10.900"
"115.920,105.595,10.900"
"115.920,108.423,10.900"
"128.423,95.920,10.900"
"131.252,95.920,10.900"
"115.920,111.252,10.900"
"115.920,114.080,10.900"
"134.080,95.920,10.900"
"134.080,98.748,10.900"
"118.748,114.080,10.900"
"121.577,114.080,10.900"
"134.080,101.577,10.900"
"134.080,104.405,10.900"
"124.405,114.080,10.900"
"127.234,114.080,10.900"
"134.080,107.234,10.900"
"134.080,110.062,10.900"
"130.062,114.080,10.900"
"132.891,114.080,10.900"
"133.939,113.032,10.900"
"134.080,112.891,10.900"
"134.400,114.400,11.100"
"115.600,114.400,11.100"
"115.600,95.600,11.100"
"134.400,95.600,11.100"
"134.400,114.200,11.100"
"134.400,114.400,11.100"
"134.800,114.800,11.100"
"115.200,114.800,11.100"
"115.200,95.200,11.100"
"134.800,95.200,11.100"
"134.800,114.600,11.100"
"134.800,114.800,11.100"
"132.800,114.800,11.100"
"117.109,114.080,11.100"
"115.920,112.891,11.100"
"115.920,110.062,11.100"
"119.938,114.080,11.100"
"122.766,114.080,11.100"
"115.920,107.234,11.100"
"115.920,104.405,11.100"
"125.595,114.080,11.100"
"128.423,114.080,11.100"
"115.920,101.577,11.100"
"115.920,98.748,11.100"
"131.252,114.080,11.100"
"134.080,114.080,11.100"
"115.920,95.920,11.100"
"118.748,95.920,11.100"
"134.080,111.252,11.100"
"134.080,108.423,11.100"
"121.577,95.920,11.100"
"124.405,95.920,11.100"
"134.080,105.595,11.100"
"134.080,102.766,11.100"
"127.234,95.920,11.100"
"130.062,95.920,11.100"
"134.080,99.938,11.100"
"134.080,97.109,11.100"
"133.032,96.061,11.100"
"132.891,95.920,11.100"
"134.400,95.600,11.300"
"134.400,114.400,11.300"
"115.600,114.400,11.300"
"115.600,95.600,11.300"
"134.200,95.600,11.300"
"134.400,95.600,11.300"
"134.800,95.200,11.300"
"134.800,114.800,11.300"
"115.200,114.800,11.300"
"115.200,95.200,11.300"
"134.600,95.200,11.300"
"134.800,95.200,11.300"
"134.800,97.200,11.300"
"134.080,112.891,11.300"
"132.891,114.080,11.300"
"130.062,114.080,11.300"
"134.080,110.062,11.300"
"134.080,107.234,11.300"
"127.234,114.080,11.300"
"124.405,114.080,11.300"
"134.080,104.405,11.300"
"134.080,101.577,11.300"
"121.577,114.080,11.300"
"118.748,114.080,11.300"
"134.080,98.748,11.300"
"134.080,95.920,11.300"
"115.920,114.080,11.300"
"115.920,111.252,11.300"
"131.252,95.920,11.300"
"128.423,95.920,11.300"
"115.920,108.423,11.300"
"115.920,105.595,11.300"
"125.595,95.920,11.300"
"122.766,95.920,11.300"
"115.920,102.766,11.300"
"115.920,99.938,11.300"
"119.938,95.920,11.300"
"117.109,95.920,11.300"
"116.061,96.968,11.300"
"115.920,97.109,11.300"
"115.600,95.600,11.500"
"134.400,95.600,11.500"
"134.400,114.400,11.500"
"115.600,114.400,11.500"
"115.600,95.800,11.500"
"115.600,95.600,11.500"
"115.200,95.200,11.500"
"134.800,95.200,11.500"
"134.800,114.800,11.500"
"115.200,114.800,11.500"
"115.200,95.400,11.500"
"115.200,95.200,11.500"
"117.200,95.200,11.500"
"132.891,95.920,11.500"
"134.080,97.109,11.500"
"134.080,99.938,11.500"
"130.062,95.920,11.500"
"127.234,95.920,11.500"
"134.080,102.766,11.500"
"134.080,105.595,11.500"
"124.405,95.920,11.500"
"121.577,95.920,11.500"
"134.080,108.423,11.500"
"134.080,111.252,11.500"
"118.748,95.920,11.500"
"115.920,95.920,11.500"
"134.080,114.080,11.500"
"131.252,114.080,11.500"
"115.920,98.748,11.500"
"115.920,101.577,11.500"
"128.423,114.080,11.500"
"125.595,114.080,11.500"
"115.920,104.405,11.500"
"115.920,107.234,11.500"
"122.766,114.080,11.500"
"119.938,114.080,11.500"
"115.920,110.062,11.500"
"115.920,112.891,11.500"
"116.968,113.939,11.500"
"117.109,114.080,11.500"
"115.600,114.400,11.700"
"115.600,95.600,11.700"
"134.400,95.600,11.700"
"134.400,114.400,11.700"
"115.800,114.400,11.700"
"115.600,114.400,11.700"
"115.200,114.800,11.700"
"115.200,95.200,11.700"
"134.800,95.200,11.700"
"134.800,114.800,11.700"
"115.400,114.800,11.700"
"115.200,114.800,11.700"
"115.200,112.800,11.700"
"115.920,97.109,11.700"
"117.109,95.920,11.700"
"119.938,95.920,11.700"
"115.920,99.938,11.700"
"115.920,102.766,11.700"
"122.766,95.920,11.700"
"125.595,95.920,11.700"
"115.920,105.595,11.700"
"115.920,108.423,11.700"
"128.423,95.920,11.700"
"131.252,95.920,11.700"
"115.920,111.252,11.700"
"115.920,114.080,11.700"
"134.080,95.920,11.700"
"134.080,98.748,11.700"
"118.748,114.080,11.700"
"121.577,114.080,11.700"
"134.080,101.577,11.700"
"134.080,104.405,11.700"
"124.405,114.080,11.700"
"127.234,114.080,11.700"
"134.080,107.234,11.700"
"134.080,110.062,11.700"
"130.062,114.080,11.700"
"132.891,114.080,11.700"
"133.939,113.032,11.700"
"134.080,112.891,11.700"
"134.400,114.400,11.900"
"115.600,114.400,11.900"
"115.600,95.600,11.900"
"134.400,95.600,11.900"
"134.400,114.200,11.900"
"134.400,114.400,11.900"
"134.800,114.800,11.900"
"115.200,114.800,11.900"
"115.200,95.200,11.900"
"134.800,95.200,11.900"
"134.800,114.600,11.900"
"134.800,114.800,11.900"
"132.800,114.800,11.900"
"117.109,114.080,11.900"
"115.920,112.891,11.900"
"115.920,110.062,11.900"
"119.938,114.080,11.900"
"122.766,114.080,11.900"
"115.920,107.234,11.900"
"115.920,104.405,11.900"
"125.595,114.080,11.900"
"128.423,114.080,11.900"
"115.920,101.577,11.900"
"115.920,98.748,11.900"
"131.252,114.080,11.900"
"134.080,114.080,11.900"
"115.920,95.920,11.900"
"118.748,95.920,11.900"
"134.080,111.252,11.900"
"134.080,108.423,11.900"
"121.577,95.920,11.900"
"124.405,95.920,11.900"
"134.080,105.595,11.900"
"134.080,102.766,11.900"
"127.234,95.920,11.900"
"130.062,95.920,11.900"
"134.080,99.938,11.900"
"134.080,97.109,11.900"
"133.032,96.061,11.900"
"132.891,95.920,11.900"
"134.400,95.600,12.100"
"134.400,114.400,12.100"
"115.600,114.400,12.100"
"115.600,95.600,12.100"
"134.200,95.600,12.100"
"134.400,95.600,12.100"
"134.800,95.200,12.100"
"134.800,114.800,12.100"
"115.200,114.800,12.100"
"115.200,95.200,12.100"
"134.600,95.200,12.100"
"134.800,95.200,12.100"
"134.800,97.200,12.100"
"134.080,112.891,12.100"
"132.891,114.080,12.100"
"130.062,114.080,12.100"
"134.080,110.062,12.100"
"134.080,107.234,12.100"
"127.234,114.080,12.100"
"124.405,114.080,12.100"
"134.080,104.405,12.100"
"134.080,101.577,12.100"
"121.577,114.080,12.100"
"118.748,114.080,12.100"
"134.080,98.748,12.100"
"134.080,95.920,12.100"
"115.920,114.080,12.100"
"115.920,111.252,12.100"
"131.252,95.920,12.100"
"128.423,95.920,12.100"
"115.920,108.423,12.100"
"115.920,105.595,12.100"
"125.595,95.920,12.100"
"122.766,95.920,12.100"
"115.920,102.766,12.100"
"115.920,99.938,12.100"
"119.938,95.920,12.100"
"117.109,95.920,12.100"
"116.061,96.968,12.100"
"115.920,97.109,12.100"
"115.600,95.600,12.300"
"134.400,95.600,12.300"
"134.400,114.400,12.300"
"115.600,114.400,12.300"
"115.600,95.800,12.300"
"115.600,95.600,12.300"
"115.200,95.200,12.300"
"134.800,95.200,12.300"
"134.800,114.800,12.300"
"115.200,114.800,12.300"
"115.200,95.400,12.300"
"115.200,95.200,12.300"
"117.200,95.200,12.300"
"132.891,95.920,12.300"
"134.080,97.109,12.300"
"134.080,99.938,12.300"
"130.062,95.920,12.300"
"127.234,95.920,12.300"
"134.080,102.766,12.300"
"134.080,105.595,12.300"
"124.405,95.920,12.300"
"121.577,95.920,12.300"
"134.080,108.423,12.300"
"134.080,111.252,12.300"
"118.748,95.920,12.300"
"115.920,95.920,12.300"
"134.080,114.080,12.300"
"131.252,114.080,12.300"
"115.920,98.748,12.300"
"115.920,101.577,12.300"
"128.423,114.080,12.300"
"125.595,114.080,12.300"
"115.920,104.405,12.300"
"115.920,107.234,12.300"
"122.766,114.080,12.300"
"119.938,114.080,12.300"
"115.920,110.062,12.300"
"115.920,112.891,12.300"
"116.968,113.939,12.300"
"117.109,114.080,12.300"
"115.600,114.400,12.500"
"115.600,95.600,12.500"
"134.400,95.600,12.500"
"134.400,114.400,12.500"
"115.800,114.400,12.500"
"115.600,114.400,12.500"
"115.200,114.800,12.500"
"115.200,95.200,12.500"
"134.800,95.200,12.500"
"134.800,114.800,12.500"
"115.400,114.800,12.500"
"115.200,114.800,12.500"
"115.200,112.800,12.500"
"115.920,97.109,12.500"
"117.109,95.920,12.500"
"119.938,95.920,12.500"
"115.920,99.938,12.500"
"115.920,102.766,12.500"
"122.766,95.920,12.500"
"125.595,95.920,12.500"
"115.920,105.595,12.500"
"115.920,108.423,12.500"
"128.423,95.920,12.500"
"131.252,95.920,12.500"
"115.920,111.252,12.500"
"115.920,114.080,12.500"
"134.080,95.920,12.500"
"134.080,98.748,12.500"
"118.748,114.080,12.500"
"121.577,114.080,12.500"
"134.080,101.577,12.500"
"134.080,104.405,12.500"
"124.405,114.080,12.500"
"127.234,114.080,12.500"
"134.080,107.234,12.500"
"134.080,110.062,12.500"
"130.062,114.080,12.500"
"132.891,114.080,12.500"
"133.939,113.032,12.500"
"134.080,112.891,12.500"
"134.400,114.400,12.700"
"115.600,114.400,12.700"
"115.600,95.600,12.700"
"134.400,95.600,12.700"
"134.400,114.200,12.700"
"134.400,114.400,12.700"
"134.800,114.800,12.700"
"115.200,114.800,12.700"
"115.200,95.200,12.700"
"134.800,95.200,12.700"
"134.800,114.600,12.700"
"134.800,114.800,12.700"
"132.800,114.800,12.700"
"117.109,114.080,12.700"
"115.920,112.891,12.700"
"115.920,110.062,12.700"
"119.938,114.080,12.700"
"122.766,114.080,12.700"
"115.920,107.234,12.700"
"115.920,104.405,12.700"
"125.595,114.080,12.700"
"128.423,114.080,12.700"
"115.920,101.577,12.700"
"115.920,98.748,12.700"
"131.252,114.080,12.700"
"134.080,114.080,12.700"
"115.920,95.920,12.700"
"118.748,95.920,12.700"
"134.080,111.252,12.700"
"134.080,108.423,12.700"
"121.577,95.920,12.700"
"124.405,95.920,12.700"
"134.080,105.595,12.700"
"134.080,102.766,12.700"
"127.234,95.920,12.700"
"130.062,95.920,12.700"
"134.080,99.938,12.700"
"134.080,97.109,12.700"
"133.032,96.061,12.700"
"132.891,95.920,12.700"
"134.400,95.600,12.900"
"134.400,114.400,12.900"
"115.600,114.400,12.900"
"115.600,95.600,12.900"
"134.200,95.600,12.900"
"134.400,95.600,12.900"
"134.800,95.200,12.900"
"134.800,114.800,12.900"
"115.200,114.800,12.900"
"115.200,95.200,12.900"
"134.600,95.200,12.900"
"134.800,95.200,12.900"
"134.800,97.200,12.900"
"134.080,112.891,12.900"
"132.891,114.080,12.900"
"130.062,114.080,12.900"
"134.080,110.062,12.900"
"134.080,107.234,12.900"
"127.234,114.080,12.900"
"124.405,114.080,12.900"
"134.080,104.405,12.900"
"134.080,101.577,12.900"
"121.577,114.080,12.900"
"118.748,114.080,12.900"
"134.080,98.748,12.900"
"134.080,95.920,12.900"
"115.920,114.080,12.900"
"115.920,111.252,12.900"
"131.252,95.920,12.900"
"128.423,95.920,12.900"
"115.920,108.423,12.900"
"115.920,105.595,12.900"
"125.595,95.920,12.900"
"122.766,95.920,12.900"
"115.920,102.766,12.900"
"115.920,99.938,12.900"
"119.938,95.920,12.900"
"117.109,95.920,12.900"
"116.061,96.968,12.900"
"115.920,97.109,12.900"
"115.600,95.600,13.100"
"134.400,95.600,13.100"
"134.400,114.400,13.100"
"115.600,114.400,13.100"
"115.600,95.800,13.100"
"115.600,95.600,13.100"
"115.200,95.200,13.100"
"134.800,95.200,13.100"
"134.800,114.800,13.100"
"115.200,114.800,13.100"
"115.200,95.400,13.100"
"115.200,95.200,13.100"
"117.200,95.200,13.100"
"132.891,95.920,13.100"
"134.080,97.109,13.100"
"134.080,99.938,13.100"
"130.062,95.920,13.100"
"127.234,95.920,13.100"
"134.080,102.766,13.100"
"134.080,105.595,13.100"
"124.405,95.920,13.100"
"121.577,95.920,13.100"
"134.080,108.423,13.100"
"134.080,111.252,13.100"
"118.748,95.920,13.100"
"115.920,95.920,13.100"
"134.080,114.080,13.100"
"131.252,114.080,13.100"
"115.920,98.748,13.100"
"115.920,101.577,13.100"
"128.423,114.080,13.100"
"125.595,114.080,13.100"
"115.920,104.405,13.100"
"115.920,107.234,13.100"
"122.766,114.080,13.100"
"119.938,114.080,13.100"
"115.920,110.062,13.100"
"115.920,112.891,13.100"
"116.968,113.939,13.100"
"117.109,114.080,13.100"
"115.600,114.400,13.300"
"115.600,95.600,13.300"
"134.400,95.600,13.300"
"134.400,114.400,13.300"
"115.800,114.400,13.300"
"115.600,114.400,13.300"
"115.200,114.800,13.300"
"115.200,95.200,13.300"
"134.800,95.200,13.300"
"134.800,114.800,13.300"
"115.400,114.800,13.300"
"115.200,114.800,13.300"
"115.200,112.800,13.300"
"115.920,97.109,13.300"
"117.109,95.920,13.300"
"119.938,95.920,13.300"
"115.920,99.938,13.300"
"115.920,102.766,13.300"
"122.766,95.920,13.300"
"125.595,95.920,13.300"
"115.920,105.595,13.300"
"115.920,108.423,13.300"
"128.423,95.920,13.300"
"131.252,95.920,13.300"
"115.920,111.252,13.300"
"115.920,114.080,13.300"
"134.080,95.920,13.300"
"134.080,98.748,13.300"
"118.748,114.080,13.300"
"121.577,114.080,13.300"
"134.080,101.577,13.300"
"134.080,104.405,13.300"
"124.405,114.080,13.300"
"127.234,114.080,13.300"
"134.080,107.234,13.300"
"134.080,110.062,13.300"
"130.062,114.080,13.300"
"132.891,114.080,13.300"
"133.939,113.032,13.300"
"134.080,112.891,13.300"
"134.400,114.400,13.500"
"115.600,114.400,13.500"
"115.600,95.600,13.500"
"134.400,95.600,13.500"
"134.400,114.200,13.500"
"134.400,114.400,13.500"
"134.800,114.800,13.500"
"115.200,114.800,13.500"
"115.200,95.200,13.500"
"134.800,95.200,13.500"
"134.800,114.600,13.500"
"134.800,114.800,13.500"
"132.800,114.800,13.500"
"117.109,114.080,13.500"
"115.920,112.891,13.500"
"115.920,110.062,13.500"
"119.938,114.080,13.500"
"122.766,114.080,13.500"
"115.920,107.234,13.500"
"115.920,104.405,13.500"
"125.595,114.080,13.500"
"128.423,114.080,13.500"
"115.920,101.577,13.500"
"115.920,98.748,13.500"
"131.252,114.080,13.500"
"134.080,114.080,13.500"
"115.920,95.920,13.500"
"118.748,95.920,13.500"
"134.080,111.252,13.500"
"134.080,108.423,13.500"
"121.577,95.920,13.500"
"124.405,95.920,13.500"
"134.080,105.595,13.500"
"134.080,102.766,13.500"
"127.234,95.920,13.500"
"130.062,95.920,13.500"
"134.080,99.938,13.500"
"134.080,97.109,13.500"
"133.032,96.061,13.500"
"132.891,95.920,13.500"
"134.400,95.600,13.700"
"134.400,114.400,13.700"
"115.600,114.400,13.700"
"115.600,95.600,13.700"
"134.200,95.600,13.700"
"134.400,95.600,13.700"
"134.800,95.200,13.700"
"134.800,114.800,13.700"
"115.200,114.800,13.700"
"115.200,95.200,13.700"
"134.600,95.200,13.700"
"134.800,95.200,13.700"
"134.800,97.200,13.700"
"134.080,112.891,13.700"
"132.891,114.080,13.700"
"130.062,114.080,13.700"
"134.080,110.062,13.700"
"134.080,107.234,13.700"
"127.234,114.080,13.700"
"124.405,114.080,13.700"
"134.080,104.405,13.700"
"134.080,101.577,13.700"
"121.577,114.080,13.700"
"118.748,114.080,13.700"
"134.080,98.748,13.700"
"134.080,95.920,13.700"
"115.920,114.080,13.700"
"115.920,111.252,13.700"
"131.252,95.920,13.700"
"128.423,95.920,13.700"
"115.920,108.423,13.700"
"115.920,105.595,13.700"
"125.595,95.920,13.700"
"122.766,95.920,13.700"
"115.920,102.766,13.700"
"115.920,99.938,13.700"
"119.938,95.920,13.700"
"117.109,95.920,13.700"
"116.061,96.968,13.700"
"115.920,97.109,13.700"
"115.600,95.600,13.900"
"134.400,95.600,13.900"
"134.400,114.400,13.900"
"115.600,114.400,13.900"
"115.600,95.800,13.900"
"115.600,95.600,13.900"
"115.200,95.200,13.900"
"134.800,95.200,13.900"
"134.800,114.800,13.900"
"115.200,114.800,13.900"
"115.200,95.400,13.900"
"115.200,95.200,13.900"
"117.200,95.200,13.900"
"132.891,95.920,13.900"
"134.080,97.109,13.900"
"134.080,99.938,13.900"
"130.062,95.920,13.900"
"127.234,95.920,13.900"
"134.080,102.766,13.900"
"134.080,105.595,13.900"
"124.405,95.920,13.900"
"121.577,95.920,13.900"
"134.080,108.423,13.900"
"134.080,111.252,13.900"
"118.748,95.920,13.900"
"115.920,95.920,13.900"
"134.080,114.080,13.900"
"131.252,114.080,13.900"
"115.920,98.748,13.900"
"115.920,101.577,13.900"
"128.423,114.080,13.900"
"125.595,114.080,13.900"
"115.920,104.405,13.900"
"115.920,107.234,13.900"
"122.766,114.080,13.900"
"119.938,114.080,13.900"
"115.920,110.062,13.900"
"115.920,112.891,13.900"
"116.968,113.939,13.900"
"117.109,114.080,13.900"
"115.600,114.400,14.100"
"115.600,95.600,14.100"
"134.400,95.600,14.100"
"134.400,114.400,14.100"
"115.800,114.400,14.100"
"115.600,114.400,14.100"
"115.200,114.800,14.100"
"115.200,95.200,14.100"
"134.800,95.200,14.100"
"134.800,114.800,14.100"
"115.400,114.800,14.100"
"115.200,114.800,14.100"
"115.200,112.800,14.100"
"115.920,97.109,14.100"
"117.109,95.920,14.100"
"119.938,95.920,14.100"
"115.920,99.938,14.100"
"115.920,102.766,14.100"
"122.766,95.920,14.100"
"125.595,95.920,14.100"
"115.920,105.595,14.100"
"115.920,108.423,14.100"
"128.423,95.920,14.100"
"131.252,95.920,14.100"
"115.920,111.252,14.100"
"115.920,114.080,14.100"
"134.080,95.920,14.100"
"134.080,98.748,14.100"
"118.748,114.080,14.100"
"121.577,114.080,14.100"
"134.080,101.577,14.100"
"134.080,104.405,14.100"
"124.405,114.080,14.100"
"127.234,114.080,14.100"
"134.080,107.234,14.100"
"134.080,110.062,14.100"
"130.062,114.080,14.100"
"132.891,114.080,14.100"
"133.939,113.032,14.100"
"134.080,112.891,14.100"
"134.400,114.400,14.300"
"115.600,114.400,14.300"
"115.600,95.600,14.300"
"134.400,95.600,14.300"
"134.400,114.200,14.300"
"134.400,114.400,14.300"
"134.800,114.800,14.300"
"115.200,114.800,14.300"
"115.200,95.200,14.300"
"134.800,95.200,14.300"
"134.800,114.600,14.300"
"134.800,114.800,14.300"
"132.800,114.800,14.300"
"117.109,114.080,14.300"
"115.920,112.891,14.300"
"115.920,110.062,14.300"
"119.938,114.080,14.300"
"122.766,114.080,14.300"
"115.920,107.234,14.300"
"115.920,104.405,14.300"
"125.595,114.080,14.300"
"128.423,114.080,14.300"
"115.920,101.577,14.300"
"115.920,98.748,14.300"
"131.252,114.080,14.300"
"134.080,114.080,14.300"
"115.920,95.920,14.300"
"118.748,95.920,14.300"
"134.080,111.252,14.300"
"134.080,108.423,14.300"
"121.577,95.920,14.300"
"124.405,95.920,14.300"
"134.080,105.595,14.300"
"134.080,102.766,14.300"
"127.234,95.920,14.300"
"130.062,95.920,14.300"
"134.080,99.938,14.300"
"134.080,97.109,14.300"
"133.032,96.061,14.300"
"132.891,95.920,14.300"
"134.400,95.600,14.500"
"134.400,114.400,14.500"
"115.600,114.400,14.500"
"115.600,95.600,14.500"
"134.200,95.600,14.500"
"134.400,95.600,14.500"
"134.800,95.200,14.500"
"134.800,114.800,14.500"
"115.200,114.800,14.500"
"115.200,95.200,14.500"
"134.600,95.200,14.500"
"134.800,95.200,14.500"
"134.800,97.200,14.500"
"134.080,112.891,14.500"
"132.891,114.080,14.500"
"130.062,114.080,14.500"
"134.080,110.062,14.500"
"134.080,107.234,14.500"
"127.234,114.080,14.500"
"124.405,114.080,14.500"
"134.080,104.405,14.500"
"134.080,101.577,14.500"
"121.577,114.080,14.500"
"118.748,114.080,14.500"
"134.080,98.748,14.500"
"134.080,95.920,14.500"
"115.920,114.080,14.500"
"115.920,111.252,14.500"
"131.252,95.920,14.500"
"128.423,95.920,14.500"
"115.920,108.423,14.500"
"115.920,105.595,14.500"
"125.595,95.920,14.500"
"122.766,95.920,14.500"
"115.920,102.766,14.500"
"115.920,99.938,14.500"
"119.938,95.920,14.500"
"117.109,95.920,14.500"
"116.061,96.968,14.500"
"115.920,97.109,14.500"
"115.600,95.600,14.700"
"134.400,95.600,14.700"
"134.400,114.400,14.700"
"115.600,114.400,14.700"
"115.600,95.800,14.700"
"115.600,95.600,14.700"
"115.200,95.200,14.700"
"134.800,95.200,14.700"
"134.800,114.800,14.700"
"115.200,114.800,14.700"
"115.200,95.400,14.700"
"115.200,95.200,14.700"
"117.200,95.200,14.700"
"132.891,95.920,14.700"
"134.080,97.109,14.700"
"134.080,99.938,14.700"
"130.062,95.920,14.700"
"127.234,95.920,14.700"
"134.080,102.766,14.700"
"134.080,105.595,14.700"
"124.405,95.920,14.700"
"121.577,95.920,14.700"
"134.080,108.423,14.700"
"134.080,111.252,14.700"
"118.748,95.920,14.700"
"115.920,95.920,14.700"
"134.080,114.080,14.700"
"131.252,114.080,14.700"
"115.920,98.748,14.700"
"115.920,101.577,14.700"
"128.423,114.080,14.700"
"125.595,114.080,14.700"
"115.920,104.405,14.700"
"115.920,107.234,14.700"
"122.766,114.080,14.700"
"119.938,114.080,14.700"
"115.920,110.062,14.700"
"115.920,112.891,14.700"
"116.968,113.939,14.700"
"117.109,114.080,14.700"
"115.600,114.400,14.900"
"115.600,95.600,14.900"
"134.400,95.600,14.900"
"134.400,114.400,14.900"
"115.800,114.400,14.900"
"115.600,114.400,14.900"
"115.200,114.800,14.900"
"115.200,95.200,14.900"
"134.800,95.200,14.900"
"134.800,114.800,14.900"
"115.400,114.800,14.900"
"115.200,114.800,14.900"
"115.200,112.800,14.900"
"115.920,97.109,14.900"
"117.109,95.920,14.900"
"119.938,95.920,14.900"
"115.920,99.938,14.900"
"115.920,102.766,14.900"
"122.766,95.920,14.900"
"125.595,95.920,14.900"
"115.920,105.595,14.900"
"115.920,108.423,14.900"
"128.423,95.920,14.900"
